81,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C=C3)NC(CC(NC4=CC=CC(C(F)(F)F)=C4)=O)=O)=NO2)=C1,,,0,,,,,,,0,,,
82,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C)(=O)=O)=O,,,,,90,,,,,1,,,
83,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(CC)(=O)=O)=O,,,,,,,0,,,0,,,
84,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(CCC)(=O)=O)=O,,,,,,,15,,,1,,,
85,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C(C)C)(=O)=O)=O,,,,,,,30,,,1,,,
86,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(CC=C)(=O)=O)=O,,,,,,,3,,,1,,,
87,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(=O)(C(F)(F)F)=O)=O,,,,,,,100,,,1,,,
88,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4CC4)(=O)=O)=O,,,,,88,,,,,1,,,
89,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4CCCCC4)(=O)=O)=O,,,,,,,0,,,0,,,
90,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=CC=C4)(=O)=O)=O,,,,,85,,,,,1,,,
91,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(C)C=C4)(=O)=O)=O,,,,,75,,,,,1,,,
92,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(OC)C=C4)(=O)=O)=O,,,,,,,45,,,1,,,
93,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(C(C)(C)C)C=C4)(=O)=O)=O,,,,,,,0,,,0,,,
94,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(F)C=C4)(=O)=O)=O,,,,,95,,,,,1,,,
95,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(Cl)C=C4)(=O)=O)=O,,,,,85,,0,,,1,,,
96,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(C(F)(F)F)C=C4)(=O)=O)=O,,,,,55,,,,,1,,,
97,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(OC(F)(F)F)C=C4)(=O)=O)=O,,,,,,,3,,,1,,,
98,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(C#N)C=C4)(=O)=O)=O,,,,,0,,,,,0,,,
99,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C([N+]([O-])=O)C=C4)(=O)=O)=O,,,,,0,,,,,0,,,
100,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC(Cl)=CC(Cl)=C4)(=O)=O)=O,,,,,27,,,,,1,,,
101,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CC=C(Cl)S4)(=O)=O)=O,,,,,0,,,,,0,,,
102,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NCCNS(C4=CN=C(Cl)C=C4)(=O)=O)=O,,,,,20,,,,,0,,,
103,ClC1=CC(C2(C(F)(F)F)CC(C3=CC=C(C(C)=C3)C(NCCNS(C(F)(F)F)=O)=O)=NO2)=CC(Cl)=C1,,,,,100,,,,,1,0.1,,
104,ClC1=CC(C2(C(F)(F)F)CC(C3=CC=C(C=C3)C(NCNS(C(F)(F)F)=O)=O)=NO2)=CC(Cl)=C1,,,,,,,73,,,1,0.69,,
105,ClC1=CC(C2(C(F)(F)F)CC(C3=CC=C(C=C3)C(NCCNS(=O)(C(F)(F)F)=O)=O)=NO2)=CC(Cl)=C1,,,,,,,0,,,0,,,
106,ClC1=CC(C2(C(F)(F)F)CC(C3=CC=C(C=C3)C(NCCNS(C(F)(F)F)=O)=O)=NO2)=CC(Cl)=C1,,,,,,,35,,,1,,,
107,CC1=CC(C2=NOC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C(F)(F)F)C2)=CC=C1C(NC4(CC4)C#N)=O,,,,,,,100,,,1,0.08,,
108,CC1=CC(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)=CC=C1C(NC4(CC4)C#N)=O,,,,,,,100,,,1,0.15,,
109,O=C(NCC(NCC(F)(F)F)=O)C1=CC=C(C2=NOC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)(C(F)(F)F)C2)C=C1C,,,,,,,100,,,1,0.02,,
110,O=C(N/C=N/OC)C1=CC=C(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)C=C1C,,,,,,,100,,,1,0.12,,
111,O=C(NCC(NCC(F)(F)F)=O)C1=CC=C(C2=NOC(C3=CC(Cl)=CC(Cl)=C3)(C(F)(F)F)C2)C=C1C,,,,,,,100,,,1,0.02,,
112,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=C(C(C)=O)C=C4)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,高
113,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=CC(C)=C4)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,
114,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=C(F)C=C4)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,
115,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=C(F)C=C4F)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,
116,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=C(C(C)=O)C=C4)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,
117,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC(NC4=CC=C(C(OC)=O)C=C4)=S)=O)C=C3)=NO2)=C1,,,,,,,,,,0,,,
118,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=CC=C4)=O,,,,,,,,,,1,0.68,,
119,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(F)C=C4)=O,,,,,,,,,,1,0.06,,
120,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(Cl)C=C4)=O,,,,,,,,,,1,0.2,,
121,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(Br)C=C4)=O,,,,,,,88%,,,1,,,
122,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(I)C=C4)=O,,,,,,,,,,0,,,
123,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(C#N)C=C4)=O,,,,,100%,,,,,1,,,
124,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C([N+]([O-])=O)C=C4)=O,,,,,100%,,,,,1,0.067,,
125,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(C)C=C4)=O,,,,,100%,,40%,,,1,,,
126,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(OC)C=C4)=O,,,,,100%,,40%,,,1,,,
127,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(C(F)(F)F)C=C4)=O,,,25%,,,,,,,0,,,
128,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C(C(F)(F)F)C=C4Cl)=O,,,90%,,20%,,,,,0,,,
129,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC=C([N+]([O-])=O)C=C4Cl)=O,,,25%,,,,,,,0,,,
130,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC(Cl)=CC=C4Cl)=O,,,10%,,,,,,,0,,,
131,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=CC(OC)=CC=C4Cl)=O,,,,,100%,,,,,1,,,
132,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=C(C(F)(F)F)C=C(C(F)(C(F)(F)F)C(F)(F)F)C=C4)=O,,,,,,,,,,0,,,
133,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC4=C(Cl)C=C(C(F)(F)F)C=C4Cl)=O)C(C)=C3)=NO2)=C1,,,,,,,,,,0,,,
134,CC1=CC(C2=NOC(C2)(C(F)(F)F)C3=CC(Cl)=CC(Cl)=C3)=CC=C1C(NC4=C(Cl)C=CC=C4Cl)=O,,,,,,,,,,0,,,
135,ClC1=CC(Cl)=CC(C2(C(F)(F)F)CC(C3=CC=C(C(NC4=C(Cl)C=C(C(F)(F)F)C=C4Cl)=O)C([H])=C3)=NO2)=C1,,,,,,,60%,,,1,,,
136,O=C(NC1=C(Cl)C=C(Br)C=C1Cl)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,100%,,,1,,,
137,O=C(NC1=C(Br)C=C(C(F)(F)F)C=C1Cl)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,100%,,,1,,,
138,O=C(NC1=C(F)C=C(Br)C=C1F)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,,,,0,,,
139,O=C(NC1=C(Cl)C=C(OC(F)(F)F)C=C1Cl)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,,,,0,,,
140,O=C(NC1=C(Cl)C=C(Cl)C=C1Cl)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,,,,0,,,
141,O=C(NC1=C(Br)C=C(Cl)C=C1Br)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,,,,0,,,
142,O=C(NC1=C(C)C=C(C)C=C1C)C(C=C2)=CC=C2C3=NOC(C3)(C(F)(F)F)C4=CC(Cl)=CC(Cl)=C4,,,,,,,,,,0,,,
